learner_id,signup_date,age,city_tier,education,hours_per_week_pledged,weekly_logins_avg,assignments_submitted,forum_posts,video_watch_pct,has_mentor,device,referral_source,payment_plan,days_since_last_login,certificate_issued,final_score,notes,completed_course,days_since_last_login_invalid
L-00854,2026-02-18,25.0,2,Diploma,1.0,2.95,6,2,70.4,0.0,Desktop,ngo_outreach,free,19.0,yes,81.0,duplicate?  check,1.0,0
L-01884,2026-05-13,23.0,3,Bachelors,5.2,4.45,3,6,41.8,0.0,Mobile,school_partner,scholarship,8.0,0,54.5,called on phone,0.0,0
L-00031,2026-05-01,20.0,1,High School,7.9,2.33,7,4,51.2,0.0,Laptop,instagram,scholarship,11.0,no,,,0.0,0
L-01642,2026-01-02,17.0,1,Masters,11.3,0.18,6,1,45.0,0.0,Laptop,friend,scholarship,20.0,no,48.0,asked about certificate,0.0,0
L-01700,2026-05-19,16.0,1,Other,8.4,3.45,1,4,44.9,1.0,Tablet,instagram,paid,21.0,N,,duplicate?  check,0.0,0
L-02760,2026-05-11,20.0,1,High School,5.2,2.83,7,3,74.8,0.0,Mobile,ngo_outreach,scholarship,12.0,No,37.0,duplicate?  check,0.0,1
L-01711,2026-05-11,18.0,1,Bachelors,6.7,4.66,6,3,59.0,1.0,Mobile,ngo_outreach,free,18.0,Y,83.8,duplicate?  check,1.0,0
L-02027,2026-05-16,15.0,2,Bachelors,3.6,0.47,3,0,59.5,0.0,Mobile,school_partner,scholarship,12.0,N,,,0.0,1
L-00722,2026-02-14,25.0,1,Diploma,7.1,4.17,1,1,47.6,1.0,Mobile,ngo_outreach,scholarship,9.0,N,,asked about certificate,0.0,0
L-00919,2026-04-03,21.0,2,Other,2.3,3.82,4,4,62.3,1.0,Mobile,instagram,paid,2.0,No,,,0.0,0
L-02382,2026-02-15,28.0,1,Diploma,4.2,1.37,2,3,44.5,1.0,Tablet,friend,scholarship,12.0,no,42.1,,0.0,1
L-02413,2026-05-28,20.0,2,Other,7.1,0.75,0,0,3.9,1.0,Laptop,ngo_outreach,paid,12.0,No,,asked about certificate,0.0,1
L-00473,2026-03-20,30.0,1,Bachelors,7.8,4.1,5,4,61.6,0.0,Tablet,youtube,free,20.0,TRUE,69.0,,1.0,0
L-01993,2026-03-18,27.0,1,Masters,12.3,1.92,3,6,45.5,1.0,Mobile,ngo_outreach,scholarship,14.0,Y,87.6,,1.0,0
L-02006,2026-03-07,18.0,3,Unknown,3.0,1.59,4,2,25.6,0.0,Tablet,school_partner,paid,0.0,yes,83.5,follow up next intake,1.0,0
L-01864,2026-05-14,21.0,3,Diploma,8.4,2.72,5,4,88.4,0.0,Mobile,youtube,free,6.0,yes,78.9,,1.0,0
L-01490,2026-01-05,21.0,2,Bachelors,5.9,3.96,4,2,50.0,1.0,Mobile,instagram,free,4.0,no,,,0.0,0
L-02043,2026-03-09,21.0,2,Diploma,14.9,3.92,4,2,56.2,1.0,Desktop,youtube,scholarship,4.0,no,,requested extension,0.0,0
L-01973,2026-02-18,26.0,3,Masters,5.7,4.77,4,3,85.5,0.0,Mobile,school_partner,paid,20.0,FALSE,,called on phone,0.0,0
L-01160,2026-03-27,20.0,2,Bachelors,8.9,0.63,0,3,18.3,-1.0,Mobile,instagram,scholarship,12.0,No,40.0,duplicate?  check,0.0,1
L-02401,2026-06-14,23.0,2,Bachelors,9.6,3.13,5,3,57.4,1.0,Mobile,instagram,free,3.0,no,,,0.0,0
L-00365,2026-06-12,18.0,2,Unknown,2.3,2.59,3,2,39.9,0.0,Mobile,other,paid,8.0,No,,duplicate?  check,0.0,0
L-02161,2026-02-01,21.0,3,High School,10.1,2.95,7,3,52.0,1.0,Mobile,school_partner,scholarship,18.0,TRUE,71.8,,1.0,0
L-00589,2026-02-07,19.0,2,Masters,14.0,3.48,7,1,82.3,0.0,Mobile,instagram,scholarship,3.0,no,85.7,asked about certificate,1.0,0
L-01736,2026-06-14,19.0,1,Diploma,3.2,1.65,6,2,30.4,0.0,Desktop,instagram,paid,12.0,No,35.6,duplicate?  check,0.0,1
L-00052,2026-04-16,21.0,3,Unknown,1.0,3.17,4,5,39.7,0.0,Mobile,school_partner,scholarship,12.0,N,,-,0.0,1
L-02357,2026-04-16,26.0,2,Bachelors,9.9,3.33,1,1,42.5,1.0,Tablet,school_partner,scholarship,12.0,No,,requested extension,0.0,1
L-00135,2026-02-16,19.0,3,Diploma,11.0,4.15,7,8,65.8,1.0,Desktop,ngo_outreach,paid,9.0,Yes,69.4,,1.0,0
L-02431,2026-02-13,24.0,1,High School,11.0,2.65,3,1,100.0,0.0,Laptop,instagram,free,12.0,N,,,0.0,1
L-02616,2026-06-13,17.0,2,Bachelors,8.6,2.23,2,3,37.5,0.0,Mobile,friend,scholarship,12.0,1,88.5,,1.0,1
L-00573,2026-04-06,17.0,1,High School,8.9,0.61,1,6,27.0,0.0,Laptop,youtube,free,12.0,0,50.2,follow up next intake,0.0,1
L-02609,2026-03-20,17.0,2,High School,7.9,3.32,2,3,53.4,1.0,Mobile,school_partner,free,12.0,TRUE,81.2,asked about certificate,1.0,1
L-00268,2026-02-22,16.0,2,Diploma,4.3,0.96,4,3,72.7,1.0,Desktop,school_partner,free,11.0,N,,,0.0,0
L-00540,2026-03-06,20.0,1,Other,5.9,2.24,6,1,45.5,1.0,Mobile,friend,free,16.0,N,61.0,requested extension,0.0,0
L-00725,2026-03-20,17.0,1,Bachelors,6.0,1.68,4,2,54.8,1.0,Mobile,instagram,scholarship,12.0,N,34.2,,0.0,1
L-02054,2026-01-16,17.0,1,Bachelors,7.3,3.13,3,2,49.3,0.0,Mobile,school_partner,paid,12.0,FALSE,,,0.0,1
L-01840,2026-02-28,19.0,2,Bachelors,4.3,2.91,0,2,18.6,0.0,Laptop,instagram,paid,8.0,N,35.4,,0.0,0
L-00088,2026-05-13,23.0,1,High School,4.9,2.95,0,4,54.6,0.0,Mobile,instagram,free,15.0,FALSE,,,0.0,0
L-01743,2026-06-07,23.0,1,Diploma,4.5,5.91,10,8,87.3,0.0,Laptop,friend,scholarship,12.0,Yes,66.1,,1.0,1
L-00900,2026-06-14,17.0,1,Unknown,7.1,3.0,1,2,19.1,1.0,Mobile,ngo_outreach,free,20.0,FALSE,,,0.0,0
L-00622,2026-05-08,25.0,1,Bachelors,2.1,0.7,6,2,42.7,0.0,Mobile,school_partner,paid,8.0,FALSE,,,0.0,0
L-00344,2026-05-16,22.0,3,Bachelors,5.6,0.24,4,2,37.3,0.0,Desktop,school_partner,paid,12.0,FALSE,,-,0.0,1
L-00554,2026-06-25,17.0,3,High School,4.9,2.97,2,2,21.9,0.0,Mobile,instagram,scholarship,12.0,N,,,0.0,1
L-00830,2026-02-02,20.0,2,High School,7.0,3.56,4,3,7.8,1.0,Desktop,other,scholarship,7.0,Y,89.7,follow up next intake,1.0,0
L-00447,2026-03-10,22.0,3,High School,5.3,0.73,0,1,1.3,1.0,Mobile,friend,paid,12.0,no,,,0.0,1
L-01822,2026-05-11,26.0,2,Diploma,6.4,0.0,0,3,1.8,0.0,Mobile,instagram,free,12.0,0,,requested extension,0.0,1
L-01504,2026-05-25,30.0,3,High School,4.0,2.57,4,1,32.0,0.0,Laptop,instagram,free,17.0,0,,follow up next intake,0.0,0
L-01326,2026-02-22,22.0,2,High School,7.1,3.36,5,8,48.0,0.0,Mobile,instagram,free,12.0,no,,,0.0,1
L-02685,2026-03-01,23.0,2,Bachelors,7.1,1.93,2,0,15.6,1.0,Mobile,instagram,free,11.0,no,,,0.0,0
L-02734,2026-04-01,15.0,2,Bachelors,7.5,2.6,3,6,19.0,0.0,Mobile,friend,scholarship,20.0,no,,,0.0,0
L-00820,2026-03-11,23.0,3,Masters,7.1,3.69,7,1,56.1,0.0,Laptop,friend,scholarship,19.0,TRUE,87.3,follow up next intake,1.0,0
L-00212,2026-04-27,15.0,3,High School,2.1,2.54,4,1,73.1,1.0,Mobile,instagram,scholarship,5.0,0,,,0.0,0
L-01559,2026-02-03,19.0,2,Masters,17.9,2.24,6,6,65.2,1.0,Mobile,instagram,scholarship,6.0,yes,86.5,-,1.0,0
L-02593,2026-06-07,27.0,2,Bachelors,9.2,1.03,3,3,61.6,0.0,Mobile,school_partner,paid,11.0,no,,requested extension,0.0,0
L-02520,2026-04-18,19.0,3,High School,8.1,2.61,9,5,52.5,0.0,Mobile,school_partner,free,2.0,No,49.6,asked about certificate,0.0,0
L-01972,2026-01-18,18.0,2,Bachelors,4.9,2.28,4,9,50.4,1.0,Laptop,instagram,free,12.0,no,,-,0.0,1
L-00949,2026-03-06,23.0,2,Masters,4.3,2.72,3,5,29.8,1.0,Mobile,friend,free,5.0,0,30.6,requested extension,0.0,0
L-01071,2026-03-12,21.0,3,High School,7.9,2.52,0,2,51.1,1.0,Mobile,youtube,paid,12.0,N,,,0.0,1
L-00792,2026-02-08,28.0,3,Bachelors,6.4,3.64,3,2,6.7,1.0,Mobile,friend,free,12.0,0,,,0.0,1
L-00207,2026-02-07,25.0,2,High School,1.5,0.19,1,1,16.2,1.0,Mobile,instagram,paid,12.0,FALSE,37.0,,0.0,1
L-00874,2026-06-21,18.0,3,High School,4.4,3.53,3,7,38.8,1.0,Mobile,youtube,paid,4.0,1,76.7,,1.0,0
L-00457,2026-02-19,17.0,1,Bachelors,3.1,2.04,1,6,25.9,0.0,Mobile,youtube,paid,12.0,0,,,0.0,1
L-01643,2026-03-23,29.0,3,High School,8.4,4.53,0,5,54.9,0.0,Mobile,school_partner,scholarship,12.0,no,,called on phone,0.0,1
L-00892,2026-02-01,23.0,2,Diploma,9.2,2.29,2,6,42.5,0.0,Mobile,school_partner,free,16.0,0,,called on phone,0.0,0
L-00519,2026-02-25,15.0,3,High School,9.2,4.56,2,0,69.7,1.0,Mobile,ngo_outreach,free,12.0,no,,,0.0,1
L-02304,2026-06-13,21.0,1,High School,5.1,3.6,7,1,78.7,0.0,Mobile,school_partner,paid,8.0,1,97.8,follow up next intake,1.0,0
L-00977,2026-04-26,23.0,1,Other,1.6,3.99,1,3,24.8,0.0,Mobile,instagram,free,12.0,no,,requested extension,0.0,1
L-00309,2026-02-14,22.0,2,Diploma,8.9,7.0,6,6,79.6,1.0,Laptop,youtube,scholarship,3.0,1,80.1,,1.0,0
L-02316,2026-01-15,27.0,3,Diploma,7.1,1.36,0,4,27.5,0.0,Laptop,friend,paid,12.0,TRUE,,-,0.0,1
L-00624,2026-01-28,19.0,1,Diploma,10.4,5.15,4,7,76.0,0.0,Mobile,friend,scholarship,13.0,yes,68.4,follow up next intake,1.0,0
L-01257,2026-06-28,22.0,3,Diploma,4.8,3.58,1,1,23.5,1.0,Mobile,friend,free,12.0,FALSE,,-,0.0,1
L-01951,2026-04-23,21.0,Unknown,Masters,7.1,0.68,2,3,25.4,1.0,Laptop,youtube,free,18.0,No,,,0.0,0
L-01352,2026-05-27,21.0,3,High School,10.6,3.6,7,1,56.2,0.0,Laptop,instagram,scholarship,6.0,1,,,0.0,0
L-00479,2026-02-26,20.0,2,Bachelors,6.1,1.99,4,2,47.2,0.0,Mobile,youtube,scholarship,12.0,1,66.7,follow up next intake,1.0,1
L-01201,2026-02-22,20.0,2,Diploma,7.0,3.19,4,0,45.5,0.0,Mobile,school_partner,free,12.0,N,28.6,asked about certificate,0.0,1
L-01082,2026-05-05,21.0,2,Bachelors,10.4,5.79,3,7,22.1,0.0,Tablet,school_partner,free,12.0,FALSE,,,0.0,0
L-02497,2026-05-11,19.0,1,Bachelors,4.6,3.73,4,1,35.3,1.0,Desktop,instagram,scholarship,21.0,No,,requested extension,0.0,0
L-02648,2026-03-05,26.0,2,Bachelors,3.7,3.8,0,1,62.1,0.0,Mobile,school_partner,scholarship,12.0,no,,,0.0,1
L-00203,2026-01-21,17.0,3,High School,6.9,4.03,5,9,55.8,0.0,Mobile,school_partner,scholarship,18.0,No,26.4,,0.0,0
L-00461,2026-01-13,19.0,1,High School,11.6,1.82,2,2,75.6,1.0,Desktop,instagram,scholarship,8.0,FALSE,,asked about certificate,0.0,0
L-00750,2026-06-28,22.0,3,Bachelors,6.3,2.71,5,3,91.4,1.0,Mobile,friend,free,8.0,Yes,79.2,duplicate?  check,1.0,0
L-02763,2026-06-18,19.0,2,Bachelors,4.0,3.13,0,3,0.0,1.0,Mobile,instagram,scholarship,12.0,N,,,0.0,1
L-01746,2026-04-01,19.0,2,High School,5.4,2.75,2,3,35.2,0.0,Mobile,instagram,scholarship,20.0,no,,requested extension,0.0,0
L-01163,2026-02-26,17.0,2,Diploma,5.1,1.86,5,7,47.7,1.0,Laptop,youtube,free,14.0,No,,,0.0,0
L-02454,2026-01-08,19.0,2,Bachelors,9.7,0.0,0,2,37.2,0.0,Mobile,school_partner,scholarship,18.0,N,,follow up next intake,0.0,0
L-01825,2026-05-27,16.0,1,Masters,7.9,3.78,4,4,63.6,1.0,Tablet,other,paid,12.0,N,,duplicate?  check,0.0,1
L-00536,2026-02-11,19.0,1,High School,8.5,2.69,2,0,46.5,1.0,Laptop,school_partner,paid,7.0,TRUE,81.7,,1.0,0
L-01238,2026-05-01,26.0,2,High School,1.7,5.07,4,3,56.2,0.0,Desktop,instagram,free,5.0,No,,,0.0,0
L-00600,2026-05-26,23.0,1,Other,2.6,6.5,10,9,100.0,0.0,Mobile,youtube,free,21.0,TRUE,59.8,,1.0,0
L-00161,2026-01-26,16.0,2,High School,14.4,4.83,4,2,56.3,0.0,Mobile,instagram,paid,12.0,Y,66.0,,1.0,1
L-02576,2026-01-14,18.0,1,Bachelors,8.5,3.64,2,1,19.2,1.0,Laptop,ngo_outreach,scholarship,12.0,no,42.3,,0.0,1
L-02544,2026-04-08,21.0,2,Bachelors,11.7,4.49,7,6,45.5,0.0,Mobile,instagram,free,21.0,Y,70.2,asked about certificate,1.0,0
L-02596,2026-06-22,30.0,2,Bachelors,3.0,0.0,0,2,6.3,1.0,Mobile,instagram,free,12.0,0,,called on phone,0.0,1
L-01329,2026-06-17,21.0,1,High School,10.6,6.12,8,8,86.1,1.0,Mobile,youtube,scholarship,16.0,0,38.6,,0.0,0
L-01797,2026-02-07,16.0,2,Bachelors,10.9,2.56,6,3,46.1,0.0,Mobile,friend,free,5.0,Yes,86.3,,1.0,0
L-00290,2026-04-02,29.0,2,Diploma,7.3,3.13,2,1,12.8,0.0,Mobile,friend,free,15.0,Y,66.9,,1.0,0
L-00235,2026-04-06,24.0,2,Unknown,6.7,5.91,8,6,76.5,1.0,Mobile,instagram,scholarship,12.0,yes,85.7,follow up next intake,1.0,1
L-01882,2026-01-04,22.0,1,Diploma,5.7,7.0,10,7,71.4,0.0,Mobile,school_partner,paid,4.0,Yes,73.7,called on phone,1.0,0
L-01511,2026-01-05,28.0,2,Diploma,13.3,4.41,5,1,45.5,1.0,Laptop,instagram,paid,13.0,no,,,0.0,0
L-02202,2026-05-13,21.0,2,High School,6.0,3.3,3,2,22.7,0.0,Laptop,school_partner,free,1.0,Y,77.1,,1.0,0
L-00974,2026-05-18,24.0,2,Bachelors,7.7,3.29,0,6,45.5,0.0,Mobile,other,paid,7.0,FALSE,,,0.0,0
L-00248,2026-02-14,26.0,2,Bachelors,11.2,1.3,0,1,22.0,0.0,Laptop,other,free,12.0,no,38.9,,0.0,1
L-01610,2026-01-17,22.0,1,Masters,6.1,4.93,6,7,100.0,0.0,Mobile,school_partner,paid,17.0,Y,80.1,duplicate?  check,1.0,0
L-00422,2026-03-22,22.0,1,High School,9.1,2.21,2,1,41.1,1.0,Mobile,school_partner,paid,12.0,no,,requested extension,0.0,1
L-02691,2026-04-04,29.0,3,Bachelors,10.8,2.18,6,1,35.2,0.0,Desktop,instagram,free,11.0,No,46.0,,0.0,0
L-00547,2026-01-02,19.0,3,Unknown,6.7,4.43,2,2,47.0,0.0,Laptop,other,scholarship,14.0,TRUE,89.1,,1.0,0
L-00379,2026-05-04,23.0,1,Other,1.0,1.67,4,3,57.1,1.0,Laptop,ngo_outreach,free,17.0,TRUE,75.3,,1.0,0
L-00553,2026-01-09,24.0,3,High School,9.8,2.86,5,7,45.5,1.0,Mobile,school_partner,paid,12.0,Yes,68.0,,1.0,1
L-01200,2026-06-05,24.0,2,Diploma,1.0,2.4,10,1,95.7,0.0,Mobile,friend,free,6.0,Yes,84.9,,1.0,0
L-01360,2026-05-14,24.0,3,High School,7.2,5.89,3,1,58.7,0.0,Laptop,youtube,free,12.0,0,,called on phone,0.0,1
L-00104,2026-01-22,17.0,2,Masters,2.4,2.82,2,1,43.1,1.0,Mobile,youtube,paid,12.0,FALSE,,called on phone,0.0,0
L-00598,2026-03-28,19.0,3,Diploma,5.5,5.32,6,1,49.1,0.0,Laptop,ngo_outreach,free,15.0,TRUE,67.8,,1.0,0
L-00623,2026-06-28,22.0,1,Bachelors,9.3,3.37,3,4,62.0,1.0,Mobile,instagram,scholarship,10.0,FALSE,,,0.0,0
L-02773,2026-04-01,20.0,1,Bachelors,7.1,3.85,7,6,48.2,1.0,Mobile,school_partner,scholarship,12.0,FALSE,,,0.0,1
L-00400,2026-03-25,26.0,2,Diploma,2.3,4.88,6,0,60.9,0.0,Mobile,ngo_outreach,free,21.0,yes,81.0,requested extension,1.0,0
L-00528,2026-01-15,19.0,2,Bachelors,9.9,1.79,2,0,39.1,0.0,Mobile,school_partner,scholarship,12.0,0,32.5,asked about certificate,0.0,1
L-01036,2026-06-25,15.0,1,Bachelors,4.8,2.59,0,8,11.7,0.0,Mobile,school_partner,free,16.0,0,,duplicate?  check,0.0,0
L-01331,2026-04-14,15.0,3,Bachelors,4.5,1.1,1,4,14.3,0.0,Mobile,friend,paid,12.0,no,,-,0.0,1
L-01986,2026-04-11,18.0,1,Diploma,4.8,4.21,1,2,45.5,0.0,Laptop,school_partner,free,12.0,No,,,0.0,1
L-00947,2026-03-03,22.0,1,Bachelors,9.2,7.0,4,1,71.1,0.0,Desktop,school_partner,scholarship,0.0,yes,88.7,duplicate?  check,1.0,0
L-00828,2026-02-14,21.0,1,High School,7.0,2.63,7,2,48.2,0.0,Mobile,instagram,free,15.0,N,,,0.0,0
L-01999,2026-04-05,20.0,2,Diploma,7.8,1.9,4,1,5.7,0.0,Mobile,instagram,free,12.0,FALSE,,,0.0,1
L-00996,2026-06-17,22.0,3,Bachelors,1.0,2.2,3,0,15.4,0.0,Mobile,school_partner,paid,16.0,no,,,0.0,0
L-01061,2026-05-16,15.0,1,Bachelors,6.6,3.28,6,4,78.5,1.0,Mobile,school_partner,paid,6.0,1,84.6,follow up next intake,1.0,0
L-01613,2026-02-25,22.0,2,Bachelors,7.1,4.43,4,1,33.2,1.0,Mobile,youtube,free,12.0,No,,,0.0,1
L-00703,2026-05-13,22.0,2,Other,10.8,2.71,2,0,8.5,0.0,Tablet,school_partner,free,12.0,N,,,0.0,1
L-00029,2026-05-10,23.0,2,High School,10.5,6.69,6,8,47.8,0.0,Mobile,friend,free,11.0,yes,61.9,,1.0,0
L-00712,2026-04-09,16.0,3,Diploma,7.2,2.88,6,3,45.5,1.0,Mobile,school_partner,paid,1.0,1,84.1,-,1.0,0
L-00985,2026-02-13,18.0,2,High School,11.2,2.55,5,3,33.8,1.0,Mobile,school_partner,scholarship,12.0,N,35.6,,0.0,1
L-02107,2026-01-26,15.0,3,Other,11.7,1.88,9,7,68.9,0.0,Laptop,instagram,scholarship,16.0,TRUE,59.4,-,1.0,0
L-02374,2026-03-06,18.0,2,Diploma,13.1,3.87,5,1,42.8,1.0,Mobile,ngo_outreach,paid,18.0,TRUE,63.4,asked about certificate,1.0,0
L-00891,2026-02-17,15.0,3,Diploma,5.3,2.75,0,0,17.8,1.0,Laptop,school_partner,free,17.0,No,,,0.0,0
L-00755,2026-06-07,19.0,1,Masters,9.5,2.6,5,1,36.6,0.0,Mobile,school_partner,scholarship,16.0,FALSE,26.1,called on phone,0.0,0
L-02733,2026-03-24,29.0,2,Diploma,5.0,3.14,5,2,80.4,-1.0,Laptop,youtube,scholarship,13.0,yes,62.1,,1.0,0
L-00606,2026-06-23,25.0,1,High School,6.2,2.67,0,0,28.0,0.0,Laptop,friend,free,12.0,FALSE,,follow up next intake,0.0,1
L-00652,2026-02-22,19.0,1,High School,6.8,3.13,0,0,0.0,0.0,Laptop,school_partner,scholarship,12.0,N,,requested extension,0.0,1
L-00724,2026-06-01,27.0,1,Diploma,8.5,3.83,5,0,54.0,0.0,Mobile,friend,free,15.0,Yes,78.4,,1.0,0
L-01055,2026-06-10,23.0,1,Masters,5.9,1.72,2,1,44.9,1.0,Mobile,school_partner,scholarship,5.0,Yes,76.0,called on phone,1.0,0
L-00328,2026-05-16,16.0,1,Diploma,4.5,2.32,3,1,60.3,1.0,Mobile,youtube,scholarship,6.0,N,,,0.0,0
L-02765,2026-03-15,25.0,1,High School,12.9,4.99,10,9,38.5,0.0,Desktop,school_partner,paid,5.0,Yes,74.7,follow up next intake,1.0,0
L-00805,2026-05-23,16.0,1,Bachelors,8.5,1.67,3,1,58.3,0.0,Mobile,school_partner,free,12.0,FALSE,,,0.0,1
L-00129,2026-03-27,21.0,2,High School,10.5,3.75,5,6,43.9,0.0,Mobile,friend,paid,20.0,no,,,0.0,0
L-02257,2026-03-20,21.0,2,Bachelors,5.3,4.96,4,0,85.5,-1.0,Laptop,instagram,scholarship,3.0,TRUE,75.2,follow up next intake,1.0,0
L-00790,2026-02-27,23.0,2,Bachelors,11.6,5.41,5,1,100.0,1.0,Mobile,youtube,free,2.0,Y,74.7,,1.0,0
L-00435,2026-04-28,28.0,1,High School,4.1,2.03,0,1,54.3,0.0,Tablet,ngo_outreach,paid,12.0,FALSE,49.9,,0.0,1
L-00877,2026-05-20,22.0,1,Diploma,6.2,0.6,0,2,66.2,0.0,Mobile,instagram,free,15.0,N,,called on phone,0.0,0
L-00366,2026-06-12,20.0,2,High School,3.6,2.34,0,3,36.9,0.0,Mobile,friend,free,21.0,N,,,0.0,0
L-02484,2026-04-27,15.0,1,High School,4.7,3.28,3,2,77.7,1.0,Mobile,school_partner,paid,0.0,1,86.0,follow up next intake,1.0,0
L-02358,2026-03-02,18.0,3,Bachelors,5.8,3.18,7,2,64.9,0.0,Tablet,friend,paid,12.0,TRUE,68.2,,1.0,1
L-02299,2026-02-18,19.0,1,Bachelors,6.6,0.0,0,2,34.2,0.0,Laptop,school_partner,free,17.0,TRUE,,asked about certificate,0.0,0
L-01410,2026-04-12,26.0,3,Diploma,5.1,5.7,5,5,50.1,0.0,Laptop,friend,free,19.0,No,,,0.0,0
L-02476,2026-05-14,24.0,2,Diploma,1.5,2.6,0,6,42.9,1.0,Tablet,school_partner,free,19.0,Y,72.1,requested extension,1.0,0
L-00431,2026-03-12,16.0,2,Bachelors,8.0,2.97,1,3,66.8,1.0,Mobile,youtube,scholarship,12.0,FALSE,,,0.0,1
L-01549,2026-05-28,15.0,3,High School,2.6,3.13,1,2,26.4,1.0,Laptop,other,paid,19.0,no,,asked about certificate,0.0,0
L-00704,2026-03-15,25.0,2,Bachelors,5.4,4.3,5,2,71.4,1.0,Desktop,friend,scholarship,12.0,Yes,86.4,,1.0,1
L-00831,2026-01-05,16.0,3,Diploma,6.8,3.13,3,1,0.2,-1.0,Mobile,other,scholarship,21.0,no,29.1,requested extension,0.0,0
L-00897,2026-04-24,23.0,1,High School,9.7,3.77,7,3,45.5,0.0,Mobile,youtube,free,6.0,FALSE,51.9,asked about certificate,0.0,0
L-02523,2026-05-25,21.0,2,Bachelors,2.8,4.03,5,3,38.1,0.0,Mobile,youtube,free,12.0,no,53.2,asked about certificate,0.0,1
L-02077,2026-06-11,15.0,3,High School,8.3,3.94,4,0,18.0,0.0,Mobile,friend,free,0.0,N,53.7,,0.0,0
L-00252,2026-06-11,24.0,3,Diploma,10.5,2.4,6,1,33.1,0.0,Mobile,instagram,scholarship,12.0,TRUE,76.7,-,1.0,1
L-00320,2026-01-01,26.0,1,Diploma,1.0,0.29,1,3,37.1,0.0,Laptop,instagram,free,12.0,FALSE,,called on phone,0.0,1
L-01178,2026-06-07,24.0,1,Bachelors,5.7,2.21,4,2,53.9,1.0,Mobile,school_partner,free,17.0,FALSE,,,0.0,0
L-02137,2026-04-01,17.0,1,Masters,11.2,3.71,6,1,65.8,0.0,Laptop,school_partner,paid,17.0,No,,duplicate?  check,0.0,0
L-01848,2026-01-27,16.0,1,Diploma,4.3,3.08,3,8,54.2,1.0,Desktop,ngo_outreach,free,16.0,Y,84.5,asked about certificate,1.0,0
L-02055,2026-06-05,25.0,2,High School,12.7,2.73,2,3,38.6,-1.0,Mobile,ngo_outreach,paid,5.0,Y,89.2,-,1.0,0
L-02291,2026-06-01,31.0,1,Other,5.0,3.13,1,8,85.8,0.0,Mobile,instagram,paid,12.0,no,,,0.0,1
L-02097,2026-05-15,24.0,3,Bachelors,5.3,0.0,0,1,45.5,1.0,Mobile,instagram,free,7.0,No,,,0.0,0
L-02019,2026-03-05,24.0,1,High School,10.5,5.48,9,6,81.3,0.0,Mobile,school_partner,scholarship,3.0,Yes,90.7,requested extension,1.0,0
L-00244,2026-05-08,27.0,1,Bachelors,5.5,1.23,2,0,23.9,0.0,Mobile,friend,scholarship,12.0,N,,,0.0,1
L-02342,2026-06-12,26.0,1,Diploma,6.8,4.06,5,4,66.5,1.0,Laptop,ngo_outreach,paid,3.0,Y,80.7,asked about certificate,1.0,0
L-00467,2026-04-10,26.0,1,High School,5.2,1.58,3,0,12.1,1.0,Laptop,friend,scholarship,20.0,yes,98.2,,1.0,0
L-00727,2026-04-03,15.0,2,Diploma,7.4,2.63,2,2,0.0,0.0,Laptop,instagram,free,12.0,No,,,0.0,1
L-02728,2026-02-04,21.0,1,Bachelors,2.2,2.44,1,1,45.5,1.0,Laptop,friend,free,15.0,yes,72.0,asked about certificate,1.0,0
L-02463,2026-06-19,19.0,2,High School,8.8,3.79,4,2,92.1,0.0,Mobile,youtube,scholarship,1.0,Y,79.0,duplicate?  check,1.0,0
L-01313,2026-01-09,15.0,2,Diploma,6.4,4.6,4,0,45.0,0.0,Desktop,friend,free,12.0,FALSE,,duplicate?  check,0.0,1
L-00922,2026-01-16,22.0,3,Bachelors,2.4,3.21,4,3,40.2,0.0,Mobile,youtube,paid,18.0,No,,,0.0,0
L-02061,2026-03-18,24.0,2,High School,7.4,2.32,3,1,0.0,1.0,Mobile,school_partner,free,12.0,N,,called on phone,0.0,1
L-02488,2026-03-23,24.0,2,High School,8.7,3.28,4,2,51.9,1.0,Laptop,instagram,scholarship,12.0,yes,73.7,asked about certificate,1.0,0
L-02423,2026-03-15,25.0,1,High School,8.6,4.21,8,0,99.3,1.0,Tablet,instagram,scholarship,6.0,yes,71.5,called on phone,1.0,0
L-00398,2026-05-27,21.0,1,Diploma,7.1,5.73,4,1,61.1,1.0,Laptop,school_partner,scholarship,5.0,Y,68.5,,1.0,0
L-02542,2026-06-13,28.0,2,Other,7.1,1.72,6,3,35.0,1.0,Laptop,friend,paid,12.0,N,,,0.0,1
L-01234,2026-05-18,26.0,3,Diploma,1.6,5.1,6,4,76.2,0.0,Mobile,ngo_outreach,scholarship,10.0,Y,76.2,,1.0,0
L-02011,2026-05-04,21.0,3,High School,9.4,4.68,8,10,89.0,0.0,Mobile,friend,free,7.0,yes,81.9,,1.0,0
L-01476,2026-03-20,18.0,2,Bachelors,5.9,0.83,6,3,55.7,0.0,Mobile,instagram,free,11.0,Yes,89.7,follow up next intake,1.0,0
L-01721,2026-03-27,21.0,2,Masters,12.3,1.62,4,2,78.0,1.0,Mobile,youtube,scholarship,12.0,1,61.9,duplicate?  check,1.0,1
L-00843,2026-02-16,21.0,1,Bachelors,10.4,3.66,6,2,41.9,1.0,Desktop,instagram,free,12.0,Yes,79.3,,1.0,1
